symbol,date,open,high,low,close,volume,quote_volume
ETHUSDT,2023-05-20,1817.15,1828.76,1803.26,1807.18,25073.6142,45556463.26787
ETHUSDT,2023-05-21,1807.18,1827.77,1792.33,1816.64,23413.2623,42340858.844111
BTCUSDT,2023-05-21,26898.88,27091.87,26541.84,26876.24,3082.435,82628789.659586
ETHUSDT,2023-05-22,1816.64,1871.43,1813.29,1856.86,44785.6866,82705535.421242
BTCUSDT,2023-05-22,26876.24,27485.52,26783.34,27320.36,4967.6777,134952189.633085
ETHUSDT,2023-05-23,1856.86,1857.48,1778.0,1793.2,49817.4678,91191847.919842
BTCUSDT,2023-05-23,27320.36,27328.13,26085.0,26315.24,5544.5807,149197658.270532
ETHUSDT,2023-05-24,1793.2,1810.02,1762.71,1791.33,67373.2402,120631448.14793
BTCUSDT,2023-05-24,26315.24,26485.57,25873.76,26223.46,7759.3128,203822492.372684
ETHUSDT,2023-05-25,1791.33,1837.84,1791.29,1830.69,59028.4025,106835242.386911
BTCUSDT,2023-05-25,26223.46,26929.12,26209.57,26753.0,6367.1596,168420551.440311
ETHUSDT,2023-05-26,1830.69,1837.51,1813.0,1823.54,50883.0492,93110580.212067
BTCUSDT,2023-05-26,26753.0,26837.35,26558.26,26689.72,6170.1589,164905777.363391
BTCUSDT,2023-05-27,26689.72,27334.13,26621.73,27269.25,3342.0087,90289788.306108
ETHUSDT,2023-05-27,1823.54,1859.33,1817.58,1843.78,32952.8983,60620146.668473
ETHUSDT,2023-05-28,1843.78,1927.28,1839.43,1889.56,54682.5181,103597833.117113
BTCUSDT,2023-05-28,27269.25,28442.1,27214.48,27632.35,7239.4314,201965443.508177
ETHUSDT,2023-05-29,1889.56,1916.62,1874.05,1900.59,53148.1368,100921747.215352
BTCUSDT,2023-05-29,27632.35,28032.81,27532.6,27676.32,6542.5591,181656330.946237
BTCUSDT,2023-05-30,27676.32,27857.14,26856.51,26911.02,6978.8489,191247080.935096
ETHUSDT,2023-05-30,1900.59,1914.45,1847.94,1857.99,61430.5996,115786813.69818
ETHUSDT,2023-05-31,1857.99,1888.61,1840.56,1863.42,77789.7861,144947680.22977
BTCUSDT,2023-05-31,26911.02,27341.05,26621.21,26893.74,7684.4813,207187209.021487
BTCUSDT,2023-06-01,26893.74,27233.83,26515.29,27097.24,6499.9713,175328326.855994
ETHUSDT,2023-06-01,1863.42,1900.04,1847.93,1892.03,73679.5801,138418097.227989
ETHUSDT,2023-06-02,1892.03,1910.0,1886.98,1903.19,70691.8018,134446655.701541
BTCUSDT,2023-06-02,27097.24,27325.55,27010.94,27305.11,6562.7216,178260217.834076
ETHUSDT,2023-06-03,1903.19,1914.11,1882.18,1901.67,64809.5627,122929740.681836
BTCUSDT,2023-06-03,27305.11,27317.62,26924.46,27181.51,6136.2334,166561800.51543
ETHUSDT,2023-06-04,1901.67,1912.6,1821.43,1822.0,76691.4587,144060310.371938
BTCUSDT,2023-06-04,27181.51,27454.97,26003.43,26003.43,6095.5506,164110331.217253
BTCUSDT,2023-06-05,26003.43,26139.72,25355.0,26066.07,10566.0838,271750502.341751
ETHUSDT,2023-06-05,1822.0,1845.51,1779.1,1842.26,139016.9438,252050750.623865
ETHUSDT,2023-06-06,1842.26,1898.0,1835.59,1839.07,127917.1953,239521348.406356
BTCUSDT,2023-06-06,26066.07,27384.75,26065.62,26342.54,10422.1312,279577476.470111
BTCUSDT,2023-06-07,26342.54,26807.05,26125.73,26724.18,10445.4551,275978424.776614
ETHUSDT,2023-06-07,1839.07,1861.04,1821.2,1855.75,134292.4634,247325684.927311
BTCUSDT,2023-06-08,26724.18,26778.91,26284.23,26477.1,8018.249,212833062.183877
ETHUSDT,2023-06-08,1855.75,1856.26,1827.27,1841.69,100224.886,184895264.677232
ETHUSDT,2023-06-09,1841.69,1844.99,1716.67,1737.31,130766.1375,234009013.372905
BTCUSDT,2023-06-09,26477.1,26529.97,25465.12,25629.99,11284.4474,293496802.201984
ETHUSDT,2023-06-10,1737.31,1772.83,1719.57,1741.11,154661.4318,270340542.493455
BTCUSDT,2023-06-10,25629.99,26150.0,25382.54,25754.12,12291.9938,316523541.733844
ETHUSDT,2023-06-11,1741.11,1777.83,1720.42,1731.85,121186.4624,212070173.066169
BTCUSDT,2023-06-11,25754.12,26199.83,25620.0,25824.87,9393.8301,243479205.331956
BTCUSDT,2023-06-12,25824.87,26425.9,25659.82,25759.76,9966.6962,258850073.393976
ETHUSDT,2023-06-12,1731.85,1765.95,1721.0,1729.95,132583.3274,231065653.2028
ETHUSDT,2023-06-13,1729.95,1750.44,1729.3,1741.05,110452.8555,192343832.25592
BTCUSDT,2023-06-13,25759.76,26077.71,25740.32,25986.18,9797.7604,254016238.331612
ETHUSDT,2023-06-14,1741.05,1746.85,1627.46,1642.38,109156.506,180973854.837564
BTCUSDT,2023-06-14,25986.18,26092.57,24807.69,24960.04,9575.8591,240809837.64729
ETHUSDT,2023-06-15,1642.38,1686.18,1634.78,1682.2,104245.3584,173518890.695452
BTCUSDT,2023-06-15,24960.04,25888.0,24931.79,25832.68,8490.8657,216307233.268737
BTCUSDT,2023-06-16,25832.68,26811.09,25776.96,26412.58,10396.4497,274555864.635173
ETHUSDT,2023-06-16,1682.2,1771.98,1677.78,1727.85,118588.3109,204812894.642767
ETHUSDT,2023-06-17,1727.85,1742.02,1720.87,1738.09,65995.4552,114150636.446111
BTCUSDT,2023-06-17,26412.58,26672.51,26384.06,26558.8,5680.7273,150621547.195533
BTCUSDT,2023-06-18,26558.8,26691.0,26260.69,26443.99,6530.1478,172741082.685492
ETHUSDT,2023-06-18,1738.09,1747.42,1712.85,1721.45,64263.6685,111043712.663365
BTCUSDT,2023-06-19,26443.99,27172.41,26314.83,27072.41,8940.8625,239697398.311685
ETHUSDT,2023-06-19,1721.45,1751.41,1701.0,1732.52,84324.0219,145823696.850722
BTCUSDT,2023-06-20,27072.41,29999.0,27001.69,29849.87,14362.0668,410421082.583284
ETHUSDT,2023-06-20,1732.52,1856.65,1728.4,1850.11,124651.9756,224313665.680534
BTCUSDT,2023-06-21,29849.87,30793.75,29546.88,29853.87,20343.354,612664052.425425
ETHUSDT,2023-06-21,1850.11,1933.06,1846.79,1877.26,101274.4421,192027101.952948
BTCUSDT,2023-06-22,29853.87,31391.57,29812.69,31241.92,14335.8371,430970827.819228
ETHUSDT,2023-06-22,1877.26,1922.18,1862.22,1917.74,100970.4849,189929057.559768
BTCUSDT,2023-06-23,31241.92,31410.29,30321.75,30398.4,15655.6071,481136042.448754
ETHUSDT,2023-06-23,1917.74,1936.0,1869.02,1874.24,95800.4311,181579979.00739
ETHUSDT,2023-06-24,1874.24,1929.65,1864.86,1886.34,70633.7232,133866792.210306
BTCUSDT,2023-06-24,30398.4,31038.46,30257.63,30586.31,7569.6998,231854588.617804
BTCUSDT,2023-06-25,30586.31,30661.51,29962.89,30418.47,6791.4126,206337686.719272
ETHUSDT,2023-06-25,1886.34,1908.98,1865.92,1889.31,51906.6061,97959746.87985
ETHUSDT,2023-06-26,1889.31,1895.93,1837.28,1871.51,75411.254,140824188.087114
BTCUSDT,2023-06-26,30418.47,30994.72,29935.72,30502.27,9881.4728,300458481.206764
ETHUSDT,2023-06-27,1871.51,1912.23,1845.83,1859.6,82255.4291,153936247.051023
BTCUSDT,2023-06-27,30502.27,30763.8,30015.99,30411.38,11482.3464,349604968.671303
ETHUSDT,2023-06-28,1859.6,1879.8,1817.34,1851.77,71503.4692,132060973.644739
BTCUSDT,2023-06-28,30411.38,30837.86,29847.79,30478.0,10697.7774,324432537.58513
BTCUSDT,2023-06-29,30478.0,31282.0,29507.66,30068.02,13832.8527,423340628.298723
ETHUSDT,2023-06-29,1851.77,1913.62,1826.93,1852.21,71534.438,133680078.739659
BTCUSDT,2023-06-30,30068.02,30718.34,29930.02,30572.58,12164.6494,370475580.49785
ETHUSDT,2023-06-30,1852.21,1946.84,1849.02,1922.69,102532.8841,197011123.031876
ETHUSDT,2023-07-01,1922.69,1927.64,1886.56,1918.57,39220.8241,75257990.824363
BTCUSDT,2023-07-01,30572.58,30649.99,30175.58,30498.59,5499.5623,168003635.430422
ETHUSDT,2023-07-02,1918.57,1975.83,1902.0,1968.23,60948.4746,118533917.160821
BTCUSDT,2023-07-02,30498.59,31160.0,30369.28,31060.27,6849.217,209939712.95312
BTCUSDT,2023-07-03,31060.27,31376.24,30832.44,30966.22,7473.9434,232284445.984757
ETHUSDT,2023-07-03,1968.23,1974.43,1946.96,1954.26,62806.3496,122935314.033917
BTCUSDT,2023-07-04,30966.22,31120.06,30204.0,30355.76,5082.632,156055536.552363
ETHUSDT,2023-07-04,1954.26,1965.21,1894.83,1902.87,42311.0956,81711019.5763
BTCUSDT,2023-07-05,30355.76,31510.26,29892.04,30409.37,7066.1248,216151673.130135
ETHUSDT,2023-07-05,1902.87,1957.69,1865.21,1888.43,60944.191,116621076.69959
ETHUSDT,2023-07-06,1888.43,1894.2,1827.06,1872.09,78097.9504,145600830.974416
BTCUSDT,2023-07-06,30409.37,30464.83,29721.69,30391.54,9011.5257,272023688.988253
ETHUSDT,2023-07-07,1872.09,1875.17,1855.55,1859.43,38560.4937,71898227.321957
BTCUSDT,2023-07-07,30391.54,30445.03,30120.67,30208.01,4556.1265,137840123.84677
BTCUSDT,2023-07-08,30208.01,30439.91,30050.72,30349.5,3425.685,103663588.255495
ETHUSDT,2023-07-08,1859.43,1879.16,1842.79,1866.12,33213.3245,61904690.825694
ETHUSDT,2023-07-09,1866.12,1873.45,1846.75,1871.12,35813.2877,66703112.832694
BTCUSDT,2023-07-09,30349.5,30358.33,29956.42,30313.59,3968.8587,119777351.302768
BTCUSDT,2023-07-10,30313.59,31040.0,30195.6,30597.0,5643.7145,172048801.097823
ETHUSDT,2023-07-10,1871.12,1905.06,1862.68,1871.66,53198.284,99863906.421506
BTCUSDT,2023-07-11,30597.0,30970.41,30410.0,30524.38,4345.9643,133168082.775005
ETHUSDT,2023-07-11,1871.66,1901.56,1866.07,1883.74,41757.5481,78631892.750976
ETHUSDT,2023-07-12,1883.74,1943.24,1863.29,1931.6,55136.3615,103587520.353095
BTCUSDT,2023-07-12,30524.38,31169.31,30216.5,30908.97,5681.43,173039927.157943
ETHUSDT,2023-07-13,1931.6,2028.77,1930.91,1998.51,133132.3304,265759730.446026
BTCUSDT,2023-07-13,30908.97,31809.0,30730.25,31241.7,13723.9104,429106650.792347
BTCUSDT,2023-07-14,31241.7,31274.89,29906.67,30302.04,11263.589,341929825.441031
ETHUSDT,2023-07-14,1998.51,2001.12,1898.36,1934.85,105903.391,205163861.668385
ETHUSDT,2023-07-15,1934.85,1943.04,1914.63,1936.9,51850.0039,100126222.05298
BTCUSDT,2023-07-15,30302.04,30430.0,30066.67,30377.57,4898.5616,148374894.887033
BTCUSDT,2023-07-16,30377.57,30400.0,29979.85,30175.66,8017.5232,242686788.932161
ETHUSDT,2023-07-16,1936.9,1939.28,1892.78,1908.53,72758.9081,140126985.131909
BTCUSDT,2023-07-17,30175.66,30284.83,29664.16,29911.35,9448.7405,283712389.595639
ETHUSDT,2023-07-17,1908.53,1920.06,1873.63,1897.31,89887.6292,171041284.663437
BTCUSDT,2023-07-18,29911.35,30186.66,29520.96,29955.98,8292.3021,248267018.025904
ETHUSDT,2023-07-18,1897.31,1921.78,1877.01,1906.49,79844.5483,152034967.171933
ETHUSDT,2023-07-19,1906.49,1928.92,1882.44,1888.61,73426.4091,139732109.915452
BTCUSDT,2023-07-19,29955.98,30413.79,29626.26,29808.7,8073.7533,242620909.830725
BTCUSDT,2023-07-20,29808.7,29946.63,29579.93,29865.11,8474.4384,252606212.46106
ETHUSDT,2023-07-20,1888.61,1901.53,1878.19,1891.25,78197.7029,147901045.573724
ETHUSDT,2023-07-21,1891.25,1905.41,1884.26,1888.76,44054.4016,83347767.443951
BTCUSDT,2023-07-21,29865.11,30057.2,29774.49,29901.84,5370.1923,160576491.261594
ETHUSDT,2023-07-22,1888.76,1890.59,1852.14,1873.94,39037.1079,73239383.930762
BTCUSDT,2023-07-22,29901.84,29978.49,29631.51,29898.03,3896.8808,116399417.230895
BTCUSDT,2023-07-23,29898.03,30346.42,28869.97,29094.37,6178.4134,183135956.338269
ETHUSDT,2023-07-23,1873.94,1904.83,1833.93,1843.24,47299.4896,88330162.781335
ETHUSDT,2023-07-24,1843.24,1868.38,1839.09,1857.98,66286.2155,122681949.484178
BTCUSDT,2023-07-24,29094.37,29338.81,29005.16,29181.98,8016.5751,233635430.166944
ETHUSDT,2023-07-25,1857.98,1866.9,1848.89,1860.66,48070.9779,89261860.276006
BTCUSDT,2023-07-25,29181.98,29404.97,29101.75,29323.17,5774.9164,168803616.142829
ETHUSDT,2023-07-26,1860.66,1887.6,1855.2,1868.89,47280.8081,88580375.525931
BTCUSDT,2023-07-26,29323.17,29673.91,29205.16,29296.19,6235.0059,183503554.283316
BTCUSDT,2023-07-27,29296.19,29537.34,29086.92,29387.6,5622.5307,164346976.423338
ETHUSDT,2023-07-27,1868.89,1883.09,1855.19,1875.31,46441.2305,86590839.590108
BTCUSDT,2023-07-28,29387.6,29404.36,29196.98,29293.39,4735.298,138848592.550277
ETHUSDT,2023-07-28,1875.31,1879.57,1866.48,1872.72,43608.0923,81729462.532863
BTCUSDT,2023-07-29,29293.39,29446.65,29243.0,29348.58,3231.4604,94754674.420096
ETHUSDT,2023-07-29,1872.72,1886.31,1871.4,1876.38,26287.9181,49347423.309517
BTCUSDT,2023-07-30,29348.58,29527.94,29041.91,29245.96,4980.5932,146213810.520376
ETHUSDT,2023-07-30,1876.38,1879.0,1849.79,1857.43,44411.5827,82907181.842127
ETHUSDT,2023-07-31,1857.43,1864.51,1813.53,1834.54,52808.1377,97238947.088591
BTCUSDT,2023-07-31,29245.96,29344.78,28588.0,28950.91,5549.862,160942044.48437
BTCUSDT,2023-08-01,28950.91,30036.02,28864.87,29324.26,6254.2958,184142754.739736
ETHUSDT,2023-08-01,1834.54,1879.16,1830.08,1842.47,60397.6902,112082933.212247
ETHUSDT,2023-08-02,1842.47,1849.55,1821.71,1840.55,52963.7916,97358975.975915
BTCUSDT,2023-08-02,29324.26,29425.74,28930.59,29259.0,5479.465,159774009.148518
BTCUSDT,2023-08-03,29259.0,29366.19,29109.76,29272.44,4063.0719,118722959.503634
ETHUSDT,2023-08-03,1840.55,1859.0,1828.86,1847.27,40287.6513,74121078.49321
ETHUSDT,2023-08-04,1847.27,1848.47,1817.0,1833.79,37142.8191,68075954.444087
BTCUSDT,2023-08-04,29272.44,29286.7,28818.25,29040.01,4103.262,119356231.602503
ETHUSDT,2023-08-05,1833.79,1838.7,1826.0,1829.19,19455.2757,35688515.786422
BTCUSDT,2023-08-05,29040.01,29136.22,28991.02,29010.47,2132.5389,61976872.069614
ETHUSDT,2023-08-06,1829.19,1846.99,1814.29,1818.38,21195.5055,38892374.394615
BTCUSDT,2023-08-06,29010.47,29224.0,28800.25,28860.82,2136.0689,62149754.13031
BTCUSDT,2023-08-07,28860.82,29667.75,28709.19,29537.18,4014.0098,117397040.768972
ETHUSDT,2023-08-07,1818.38,1848.79,1803.14,1843.5,40069.0197,73352492.377946
ETHUSDT,2023-08-08,1843.5,1875.23,1843.17,1853.2,51419.9272,95600076.907914
BTCUSDT,2023-08-08,29537.18,30218.63,29535.76,29759.99,5156.1798,153751164.217857
ETHUSDT,2023-08-09,1853.2,1865.83,1846.56,1853.73,44668.2343,82797264.698101
BTCUSDT,2023-08-09,29759.99,29774.1,29378.99,29466.6,5079.9036,150129209.370613
ETHUSDT,2023-08-10,1853.73,1857.0,1843.36,1845.86,37032.7642,68514656.782825
BTCUSDT,2023-08-10,29466.6,29559.36,29344.03,29394.43,3861.9603,113679226.006868
ETHUSDT,2023-08-11,1845.86,1853.33,1839.13,1850.9,22535.1294,41648412.638201
BTCUSDT,2023-08-11,29394.43,29458.53,29255.32,29440.5,2117.3918,62267981.247721
BTCUSDT,2023-08-12,29440.5,29480.0,29363.0,29375.26,1355.4785,39875464.609297
ETHUSDT,2023-08-12,1850.9,1852.76,1846.3,1848.18,11383.6657,21056699.729176
BTCUSDT,2023-08-13,29375.26,29669.92,29109.02,29601.29,1549.1686,45554657.392789
ETHUSDT,2023-08-13,1848.18,1861.89,1835.0,1853.42,13153.4485,24310563.933537
ETHUSDT,2023-08-14,1853.42,1855.74,1838.05,1840.51,18372.2632,33895161.71576
BTCUSDT,2023-08-14,29601.29,29693.27,29261.13,29332.21,1971.0343,57985104.280127
ETHUSDT,2023-08-15,1840.51,1842.29,1814.15,1820.54,27772.8053,50764341.934794
BTCUSDT,2023-08-15,29332.21,29368.23,29048.4,29105.94,3242.3179,94660454.379176
ETHUSDT,2023-08-16,1820.54,1829.08,1727.68,1739.98,46863.5837,84048551.59732
BTCUSDT,2023-08-16,29105.94,29231.89,27890.39,27932.93,4701.9199,134737628.626659
ETHUSDT,2023-08-17,1739.98,1748.86,1511.58,1660.68,111528.8542,187925733.556822
BTCUSDT,2023-08-17,27932.93,28088.22,24635.0,25997.95,8312.3618,221398183.67081
ETHUSDT,2023-08-18,1660.68,1683.9,1642.04,1683.4,60284.6349,100201061.378754
BTCUSDT,2023-08-18,25997.95,26300.94,25624.56,26217.0,5746.4354,149411109.735344
BTCUSDT,2023-08-19,26217.0,26269.23,25980.0,26104.85,2870.3428,74940953.308925
ETHUSDT,2023-08-19,1683.4,1696.2,1662.22,1671.07,42326.5594,70768749.275534
BTCUSDT,2023-08-20,26104.85,26292.47,25814.06,25940.36,2986.5376,77890785.428811
ETHUSDT,2023-08-20,1671.07,1694.34,1649.5,1657.81,34918.4385,58505316.030289
BTCUSDT,2023-08-21,25940.36,26233.4,25917.98,25938.01,3986.9226,103941937.659886
ETHUSDT,2023-08-21,1657.81,1676.81,1646.49,1650.18,40546.0099,67521717.858943
BTCUSDT,2023-08-22,25938.01,26183.66,25345.5,26145.97,5133.9717,133209742.121818
ETHUSDT,2023-08-22,1650.18,1659.49,1581.88,1657.37,55508.0347,90806336.839692
ETHUSDT,2023-08-23,1657.37,1701.43,1642.16,1643.4,59490.9545,99574544.395049
BTCUSDT,2023-08-23,26145.97,26812.16,25997.02,26000.0,5007.5411,132318641.41167
BTCUSDT,2023-08-24,26000.0,26306.96,25788.0,25933.63,3902.8157,101708261.86073
ETHUSDT,2023-08-24,1643.4,1675.91,1636.36,1646.47,60377.3064,99798382.117085
BTCUSDT,2023-08-25,25933.63,26118.34,25833.3,26054.64,3573.4015,93014899.941225
ETHUSDT,2023-08-25,1646.47,1655.58,1635.81,1651.51,38003.4326,62718406.577117
BTCUSDT,2023-08-26,26054.64,26179.9,25973.7,26124.02,1344.1464,35005025.689834
ETHUSDT,2023-08-26,1651.51,1659.85,1644.16,1655.47,15330.4147,25280926.601594
BTCUSDT,2023-08-27,26124.02,26249.59,25873.33,26099.91,2908.0967,75700552.642268
ETHUSDT,2023-08-27,1655.47,1663.52,1623.72,1648.43,35296.1292,58114655.034773
BTCUSDT,2023-08-28,26099.91,27689.0,25920.4,27424.02,5513.8515,144881780.257119
ETHUSDT,2023-08-28,1648.43,1735.56,1638.34,1715.62,40250.5938,66832105.520611
BTCUSDT,2023-08-29,27424.02,28134.61,27027.78,27203.78,8460.7786,233138374.479795
ETHUSDT,2023-08-29,1715.62,1745.09,1696.57,1703.68,105552.7126,181798703.221161
BTCUSDT,2023-08-30,27203.78,27566.89,26814.88,26921.68,4638.8913,126201064.686605
ETHUSDT,2023-08-30,1703.68,1727.27,1678.33,1688.09,57742.5239,98371001.591198
BTCUSDT,2023-08-31,26921.68,26921.94,25576.76,25811.53,8799.0499,229110137.566116
ETHUSDT,2023-08-31,1688.09,1689.1,1622.9,1634.84,41380.296,68323689.038944
BTCUSDT,2023-09-01,25811.53,25982.14,25337.46,25897.39,6872.4824,177056755.176012
ETHUSDT,2023-09-01,1634.84,1644.92,1602.91,1638.89,31725.3149,51696596.292749
BTCUSDT,2023-09-02,25897.39,26069.73,25766.36,25872.77,2720.6673,70425074.177871
ETHUSDT,2023-09-02,1638.89,1640.86,1628.58,1633.11,16690.3192,27290052.501721
BTCUSDT,2023-09-03,25872.77,26125.0,25729.93,25814.63,4593.5874,119103791.040543
ETHUSDT,2023-09-03,1633.11,1646.93,1619.42,1626.13,29216.409,47763911.062131
ETHUSDT,2023-09-04,1626.13,1647.54,1610.31,1636.64,38313.862,62359303.069982
BTCUSDT,2023-09-04,25814.63,25945.07,25570.0,25758.21,7650.8482,197152082.08661
BTCUSDT,2023-09-05,25758.21,25865.0,25550.0,25589.58,7744.2287,199410486.194231
ETHUSDT,2023-09-05,1636.64,1643.39,1619.7,1623.43,27533.0655,44941973.910569
BTCUSDT,2023-09-06,25589.58,26032.66,25381.3,25780.54,5628.3915,144820872.622324
ETHUSDT,2023-09-06,1623.43,1669.38,1609.74,1630.57,24506.3344,39989199.122404
BTCUSDT,2023-09-07,25780.54,26437.88,25655.85,25845.26,7055.012,184102807.275694
ETHUSDT,2023-09-07,1630.57,1659.26,1616.78,1628.61,27906.4798,45773680.582477
BTCUSDT,2023-09-08,25845.26,25933.31,25726.25,25894.04,5076.3735,131301582.925155
ETHUSDT,2023-09-08,1628.61,1638.75,1624.94,1635.2,25279.8642,41304634.532972
BTCUSDT,2023-09-09,25894.04,25942.86,25717.17,25776.66,4671.6084,120745245.166537
ETHUSDT,2023-09-09,1635.2,1637.4,1612.07,1619.75,23382.3552,38075635.334324
ETHUSDT,2023-09-10,1619.75,1628.18,1550.31,1562.59,27870.6536,44694982.398515
BTCUSDT,2023-09-10,25776.66,26030.27,24951.04,25116.0,6876.1261,176413829.79494
BTCUSDT,2023-09-11,25116.0,26385.12,24908.59,26207.88,6785.8669,173522567.292518
ETHUSDT,2023-09-11,1562.59,1625.19,1531.47,1603.83,30282.2246,47582435.360237
BTCUSDT,2023-09-12,26207.88,26532.0,25768.33,26244.13,7036.743,183225299.466461
ETHUSDT,2023-09-12,1603.83,1621.26,1582.0,1608.14,28065.944,44795317.001149
BTCUSDT,2023-09-13,26244.13,26787.29,26059.2,26693.6,6074.9976,159797569.214022
ETHUSDT,2023-09-13,1608.14,1643.33,1595.83,1634.59,28402.9865,45928044.199331
BTCUSDT,2023-09-14,26693.6,26848.52,26224.01,26320.5,6796.2501,180483290.540124
ETHUSDT,2023-09-14,1634.59,1643.6,1611.58,1619.46,25743.6412,41923749.185597
ETHUSDT,2023-09-15,1619.46,1653.75,1617.47,1634.46,24490.4756,40044879.429544
BTCUSDT,2023-09-15,26320.5,26876.49,26315.05,26509.63,5606.7885,148813968.921585
ETHUSDT,2023-09-16,1634.46,1639.4,1620.0,1629.48,23332.3904,38067752.925828
BTCUSDT,2023-09-16,26509.63,26618.01,26424.64,26549.41,5102.1868,135420063.692773
ETHUSDT,2023-09-17,1629.48,1668.89,1605.71,1655.38,26989.4945,44091243.330526
BTCUSDT,2023-09-17,26549.41,27410.49,26390.0,27268.54,6475.0617,173328795.738023
ETHUSDT,2023-09-18,1655.38,1660.7,1626.73,1656.82,25167.5809,41293211.277984
BTCUSDT,2023-09-18,27268.54,27478.29,26635.14,27422.12,6498.9374,175078310.8527
ETHUSDT,2023-09-19,1656.82,1659.5,1618.89,1629.16,25382.2113,41559160.573084
BTCUSDT,2023-09-19,27422.12,27480.0,26944.44,27180.58,5433.7312,147515556.060591
ETHUSDT,2023-09-20,1629.16,1640.19,1567.79,1583.71,31014.6627,49959102.138371
BTCUSDT,2023-09-20,27180.58,27296.9,26381.5,26585.22,4914.7066,132315497.275249
ETHUSDT,2023-09-21,1583.71,1602.62,1576.86,1593.42,23982.2157,38167668.583849
BTCUSDT,2023-09-21,26585.22,26742.68,26472.94,26632.24,4083.3125,108695721.311968
ETHUSDT,2023-09-22,1593.42,1599.22,1586.84,1590.56,23957.4973,38161534.90382
BTCUSDT,2023-09-22,26632.24,26646.21,26490.67,26579.8,4233.3124,112482639.73351
BTCUSDT,2023-09-23,26579.8,26632.0,26549.4,26577.72,4237.9996,112661197.355887
ETHUSDT,2023-09-23,1590.56,1596.48,1588.42,1590.65,23085.6015,36777817.559478
ETHUSDT,2023-09-24,1590.65,1600.99,1563.33,1584.39,27567.4225,43575265.591131
BTCUSDT,2023-09-24,26577.72,26736.43,26002.75,26242.61,4634.0092,121803084.933621
BTCUSDT,2023-09-25,26242.61,26443.9,26095.39,26125.62,4693.09,123342851.941755
ETHUSDT,2023-09-25,1584.39,1598.99,1580.48,1583.02,26479.9959,42086531.197301
BTCUSDT,2023-09-26,26125.62,26846.15,26100.02,26301.03,4651.2909,122523167.253
ETHUSDT,2023-09-26,1583.02,1634.04,1582.07,1601.66,28254.3313,45231879.499913
BTCUSDT,2023-09-27,26301.03,27057.36,26113.98,27022.8,4512.4302,119352917.148623
ETHUSDT,2023-09-27,1601.66,1654.23,1584.0,1652.63,27683.3493,44645410.327352
BTCUSDT,2023-09-28,27022.8,27307.46,26687.14,26888.26,4844.1383,130898581.855718
ETHUSDT,2023-09-28,1652.63,1687.99,1643.6,1672.28,30179.7448,50138355.346612
BTCUSDT,2023-09-29,26888.26,27090.91,26753.86,26996.03,4153.0771,111812526.53941
ETHUSDT,2023-09-29,1672.28,1694.0,1657.14,1683.33,22897.6491,38277886.004558
BTCUSDT,2023-09-30,26996.03,27289.08,26953.55,27152.62,4157.7955,112572120.202677
ETHUSDT,2023-09-30,1683.33,1692.0,1667.37,1683.79,25202.34,42324376.717854
BTCUSDT,2023-10-01,27152.62,28573.0,27036.65,28036.81,5226.7495,145831422.656116
ETHUSDT,2023-10-01,1683.79,1750.0,1668.37,1692.2,28477.3369,48863256.58144
ETHUSDT,2023-10-02,1692.2,1693.62,1637.1,1648.37,31379.2647,52200363.056787
BTCUSDT,2023-10-02,28036.81,28121.61,27247.14,27345.0,4774.1423,131922564.346358
BTCUSDT,2023-10-03,27345.0,27640.14,27173.24,27403.6,4452.7786,122102008.165443
ETHUSDT,2023-10-03,1648.37,1659.92,1625.77,1632.71,26421.2545,43486975.436127
BTCUSDT,2023-10-04,27403.6,28110.8,27400.3,27553.59,4550.2427,126071530.622896
ETHUSDT,2023-10-04,1632.71,1654.64,1607.54,1618.3,28392.4037,46571771.780868
BTCUSDT,2023-10-05,27553.59,28044.65,27178.29,27941.53,4401.2862,121246442.950594
ETHUSDT,2023-10-05,1618.3,1649.46,1608.99,1642.79,26566.153,43133005.059135
ETHUSDT,2023-10-06,1642.79,1661.35,1634.6,1638.59,24538.3202,40310838.530978
BTCUSDT,2023-10-06,27941.53,28266.67,27796.62,27939.8,4319.403,120699425.789633
BTCUSDT,2023-10-07,27939.8,28089.71,27690.68,27897.07,4206.5881,117476699.468181
ETHUSDT,2023-10-07,1638.59,1641.17,1616.44,1631.17,26587.3173,43368222.786227
BTCUSDT,2023-10-08,27897.07,27987.14,27380.0,27443.8,4244.2845,117854802.442216
ETHUSDT,2023-10-08,1631.17,1638.76,1584.0,1586.27,24237.8054,39232433.933951
BTCUSDT,2023-10-09,27443.8,27742.33,27264.79,27407.99,4496.2235,123961248.209521
ETHUSDT,2023-10-09,1586.27,1594.74,1546.41,1567.8,27089.6533,42824592.97074
BTCUSDT,2023-10-10,27407.99,27507.17,26746.09,26779.24,4588.413,124937402.936622
ETHUSDT,2023-10-10,1567.8,1578.33,1544.4,1559.39,32222.3267,50422846.995998
ETHUSDT,2023-10-11,1559.39,1569.36,1535.44,1541.68,28024.5897,43614305.586916
BTCUSDT,2023-10-11,26779.24,26941.87,26537.69,26673.04,4440.5657,118838229.584688
BTCUSDT,2023-10-12,26673.04,26959.36,26557.38,26706.57,4443.8465,118989491.86805
ETHUSDT,2023-10-12,1541.68,1554.29,1520.33,1539.6,28709.4105,44240857.798725
