market,date,trade_price,acc_trade_volume_24h,acc_trade_price_24h,opening_price,high_price,low_price
KRW-ETH,2023-04-25,2499000.0,15944.07589604,39139847392.00564,2460000.0,2517000.0,2416000.0
KRW-ETH,2023-04-26,2498000.0,36057.5956763,90946911111.21082,2498000.0,2610000.0,2406000.0
KRW-BTC,2023-04-26,38017000.0,9856.33566991,379352444364.5263,37877000.0,39850000.0,36749000.0
KRW-ETH,2023-04-27,2544000.0,20899.40978255,53133682017.4248,2494000.0,2588000.0,2491000.0
KRW-BTC,2023-04-27,39258000.0,6531.80659225,254468276014.8507,38020000.0,39730000.0,37959000.0
KRW-ETH,2023-04-28,2523000.0,11671.39567975,29664264024.45041,2544000.0,2563000.0,2511000.0
KRW-BTC,2023-04-28,39083000.0,3370.00926689,131889232337.99864,39271000.0,39500000.0,38711000.0
KRW-ETH,2023-04-29,2541000.0,6967.72424274,17648391394.15131,2524000.0,2554000.0,2515000.0
KRW-BTC,2023-04-29,38965000.0,1753.92555964,68531904105.31125,39083000.0,39247000.0,38800000.0
KRW-ETH,2023-04-30,2506000.0,11586.19455054,29461177204.66259,2541000.0,2580000.0,2505000.0
KRW-BTC,2023-04-30,39149000.0,3356.94485899,131846575612.99454,38980000.0,39830000.0,38809000.0
KRW-ETH,2023-05-01,2461000.0,15709.55278897,38874540295.98831,2506000.0,2529000.0,2437000.0
KRW-BTC,2023-05-01,37769000.0,5466.44445352,208928057904.3409,39149000.0,39303000.0,37372000.0
KRW-BTC,2023-05-02,38405000.0,4771.65437011,181115666950.5752,37768000.0,38680000.0,37428000.0
KRW-ETH,2023-05-02,2504000.0,11158.90118877,27625751421.25152,2462000.0,2522000.0,2443000.0
KRW-BTC,2023-05-03,38703000.0,5239.85097463,200814215339.22025,38406000.0,39050000.0,37800000.0
KRW-ETH,2023-05-03,2542000.0,14557.35902083,36544374268.83767,2502000.0,2561000.0,2475000.0
KRW-BTC,2023-05-04,38580000.0,4027.302864,156123459856.3692,38733000.0,39112000.0,38423000.0
KRW-ETH,2023-05-04,2509000.0,11725.09750625,29717272962.80344,2540000.0,2556000.0,2503000.0
KRW-BTC,2023-05-05,39053000.0,5614.21035517,218659451586.8916,38599000.0,39359000.0,38520000.0
KRW-ETH,2023-05-05,2639000.0,25859.92550711,66903555115.90557,2509000.0,2655000.0,2507000.0
KRW-ETH,2023-05-06,2540000.0,27430.42628511,70672993340.67754,2638000.0,2674000.0,2501000.0
KRW-BTC,2023-05-06,38677000.0,4471.1849355,173684144504.77588,39077000.0,39435000.0,38142000.0
KRW-ETH,2023-05-07,2510000.0,14244.18122268,36288925952.28291,2541000.0,2576000.0,2509000.0
KRW-BTC,2023-05-07,38143000.0,2434.47759959,93899192063.5123,38679000.0,38953000.0,38143000.0
KRW-ETH,2023-05-08,2486000.0,22088.99092266,54994082536.47454,2510000.0,2527000.0,2455000.0
KRW-BTC,2023-05-08,37255000.0,5517.37518721,207033692149.7713,38152000.0,38369000.0,36822000.0
KRW-BTC,2023-05-09,37150000.0,3678.21436045,136600430249.82959,37260000.0,37544000.0,36822000.0
KRW-ETH,2023-05-09,2483000.0,13839.66285181,34336732469.59829,2486000.0,2504000.0,2457000.0
KRW-BTC,2023-05-10,37071000.0,4525.28287987,168853647119.2642,37150000.0,37995000.0,36580000.0
KRW-ETH,2023-05-10,2469000.0,19391.12775649,48192722505.42713,2483000.0,2531000.0,2439000.0
KRW-ETH,2023-05-11,2421000.0,13047.85646707,31902637555.31541,2469000.0,2477000.0,2410000.0
KRW-BTC,2023-05-11,36411000.0,3570.39137727,131340626231.88495,37072000.0,37232000.0,36260000.0
KRW-BTC,2023-05-12,36341000.0,5478.83968294,196578357782.9867,36413000.0,36554000.0,35262000.0
KRW-ETH,2023-05-12,2452000.0,17564.99947666,42134626509.34897,2421000.0,2465000.0,2350000.0
KRW-ETH,2023-05-13,2441000.0,7265.30463506,17777146387.96908,2450000.0,2465000.0,2426000.0
KRW-BTC,2023-05-13,36374000.0,1868.0954648,67979133829.2688,36341000.0,36662000.0,36143000.0
KRW-ETH,2023-05-14,2436000.0,7164.85102746,17524969392.16239,2441000.0,2465000.0,2434000.0
KRW-BTC,2023-05-14,36415000.0,1639.20833071,59726505225.95865,36382000.0,36800000.0,36193000.0
KRW-ETH,2023-05-15,2448000.0,12176.26025979,29943117400.55538,2435000.0,2487000.0,2418000.0
KRW-BTC,2023-05-15,36632000.0,2671.26583258,98300162815.11125,36420000.0,37200000.0,36204000.0
KRW-BTC,2023-05-16,36421000.0,2091.33896506,76375961495.13017,36642000.0,36795000.0,36335000.0
KRW-ETH,2023-05-16,2455000.0,8888.33191864,21774912697.48198,2448000.0,2473000.0,2430000.0
KRW-ETH,2023-05-17,2442000.0,11156.72231935,27240631307.65154,2455000.0,2472000.0,2416000.0
KRW-BTC,2023-05-17,36700000.0,3207.18978344,116588369577.06467,36419000.0,36835000.0,35938000.0
KRW-ETH,2023-05-18,2432000.0,8501.05575966,20768077831.13614,2442000.0,2460000.0,2405000.0
KRW-BTC,2023-05-18,36240000.0,3396.67093837,123989138250.60954,36706000.0,36920000.0,35800000.0
KRW-ETH,2023-05-19,2435000.0,6455.63854209,15709292855.15476,2433000.0,2455000.0,2418000.0
KRW-BTC,2023-05-19,36156000.0,2587.51450694,93622400558.22136,36240000.0,36486000.0,35950000.0
KRW-ETH,2023-05-20,2444000.0,3593.67667048,8780497308.37089,2435000.0,2458000.0,2433000.0
KRW-BTC,2023-05-20,36385000.0,1174.32081928,42561799025.2985,36156000.0,36475000.0,36119000.0
KRW-ETH,2023-05-21,2430000.0,4559.65227999,11128399274.15181,2444000.0,2455000.0,2428000.0
KRW-BTC,2023-05-21,36051000.0,1573.05946887,57153092941.84137,36404000.0,36618000.0,36048000.0
KRW-ETH,2023-05-22,2431000.0,8934.95873873,21684967406.97454,2432000.0,2446000.0,2410000.0
KRW-BTC,2023-05-22,35947000.0,2597.92192199,93326194208.90239,36057000.0,36200000.0,35709000.0
KRW-ETH,2023-05-23,2478000.0,11718.46251175,28938563209.29938,2431000.0,2490000.0,2425000.0
KRW-BTC,2023-05-23,36381000.0,2510.27578792,91284785438.44258,35948000.0,36660000.0,35841000.0
KRW-BTC,2023-05-24,35452000.0,4471.51960065,159940843941.85303,36382000.0,36430000.0,35144000.0
KRW-ETH,2023-05-24,2420000.0,13895.1467431,33808822336.43844,2477000.0,2481000.0,2395000.0
KRW-ETH,2023-05-25,2424000.0,10107.51919019,24293696257.55716,2420000.0,2439000.0,2380000.0
KRW-BTC,2023-05-25,35547000.0,3394.73741865,119701229760.28255,35465000.0,35670000.0,35000000.0
KRW-ETH,2023-05-26,2448000.0,8267.90111888,20154435922.53573,2423000.0,2464000.0,2411000.0
KRW-BTC,2023-05-26,35771000.0,2369.1616222,84409771662.48203,35550000.0,36110000.0,35284000.0
KRW-ETH,2023-05-27,2444000.0,5144.13257379,12589290345.4662,2445000.0,2458000.0,2432000.0
KRW-BTC,2023-05-27,35824000.0,1922.45483636,68717026294.1557,35786000.0,35900000.0,35588000.0
KRW-BTC,2023-05-28,37350000.0,3852.9775285,140994739814.59552,35824000.0,37532000.0,35788000.0
KRW-ETH,2023-05-28,2542000.0,14274.730884,35557449977.51373,2445000.0,2550000.0,2439000.0
KRW-BTC,2023-05-29,36992000.0,4032.11292852,150323403013.1309,37360000.0,37883000.0,36802000.0
KRW-ETH,2023-05-29,2523000.0,11183.74734608,28369093436.9858,2540000.0,2566000.0,2508000.0
KRW-BTC,2023-05-30,36914000.0,3280.20536471,121696610670.50859,36992000.0,37402000.0,36821000.0
KRW-ETH,2023-05-30,2528000.0,9231.34999814,23425021613.40484,2522000.0,2558000.0,2509000.0
KRW-BTC,2023-05-31,36391000.0,3833.61770267,139599376041.70715,36923000.0,37043000.0,36059000.0
KRW-ETH,2023-05-31,2504000.0,11020.11830343,27599124967.33986,2529000.0,2541000.0,2480000.0
KRW-ETH,2023-06-01,2485000.0,8684.99495383,21661578173.24414,2504000.0,2523000.0,2467000.0
KRW-BTC,2023-06-01,35823000.0,3403.84008073,122585463047.81593,36391000.0,36509000.0,35715000.0
KRW-ETH,2023-06-02,2524000.0,9085.26449827,22762089782.47167,2487000.0,2531000.0,2470000.0
KRW-BTC,2023-06-02,36089000.0,3129.38244663,112363149210.31906,35823000.0,36150000.0,35470000.0
KRW-ETH,2023-06-03,2507000.0,4347.15329853,10937476164.31932,2524000.0,2528000.0,2501000.0
KRW-BTC,2023-06-03,35888000.0,1925.56556117,69221217632.57323,36089000.0,36102000.0,35801000.0
KRW-ETH,2023-06-04,2502000.0,4729.98669462,11879663475.62171,2507000.0,2525000.0,2496000.0
KRW-BTC,2023-06-04,35865000.0,1679.79054823,60341276256.74492,35888000.0,36146000.0,35820000.0
KRW-BTC,2023-06-05,34298000.0,6815.06312451,237454293743.43423,35894000.0,35896000.0,33825000.0
KRW-ETH,2023-06-05,2414000.0,18452.67523129,45083775429.0867,2503000.0,2503000.0,2390000.0
KRW-BTC,2023-06-06,35852000.0,5402.99569145,186634047625.04358,34299000.0,35993000.0,33580000.0
KRW-ETH,2023-06-06,2482000.0,16219.34920318,39440322382.72837,2413000.0,2502000.0,2380000.0
KRW-BTC,2023-06-07,34952000.0,4520.05491026,159664589406.57504,35855000.0,35993000.0,34797000.0
KRW-ETH,2023-06-07,2430000.0,12951.97681952,31894662238.33231,2480000.0,2494000.0,2422000.0
KRW-BTC,2023-06-08,34996000.0,2370.31995071,83003582914.93372,34953000.0,35416000.0,34802000.0
KRW-ETH,2023-06-08,2438000.0,6313.34425442,15399419493.94898,2431000.0,2457000.0,2425000.0
KRW-ETH,2023-06-09,2421000.0,6264.20782221,15196401045.13274,2437000.0,2441000.0,2415000.0
KRW-BTC,2023-06-09,34865000.0,2335.69270285,81645858994.77078,34996000.0,35161000.0,34802000.0
KRW-BTC,2023-06-10,34372000.0,6040.92871542,206800529847.89606,34865000.0,34914000.0,33842000.0
KRW-ETH,2023-06-10,2329000.0,27377.42686564,64178455887.80963,2421000.0,2429000.0,2290000.0
KRW-BTC,2023-06-11,34345000.0,1754.27310948,60157124442.83195,34370000.0,34639000.0,34016000.0
KRW-ETH,2023-06-11,2324000.0,8239.54132731,19166356043.23203,2329000.0,2351000.0,2311000.0
KRW-ETH,2023-06-12,2293000.0,9786.06395133,22484903795.63542,2324000.0,2327000.0,2277000.0
KRW-BTC,2023-06-12,34059000.0,2362.40456114,80694211076.02605,34345000.0,34480000.0,33950000.0
KRW-ETH,2023-06-13,2273000.0,15133.86526636,34606446486.60903,2293000.0,2309000.0,2270000.0
KRW-BTC,2023-06-13,33913000.0,3607.81851265,123075339300.33633,34059000.0,34479000.0,33808000.0
KRW-BTC,2023-06-14,33007000.0,4128.49087432,138289444374.4248,33913000.0,34119000.0,32779000.0
KRW-ETH,2023-06-14,2168000.0,19326.2334054,42930457100.08296,2274000.0,2289000.0,2154000.0
KRW-ETH,2023-06-15,2179000.0,17144.63501461,37018045433.34956,2169000.0,2192000.0,2130000.0
KRW-BTC,2023-06-15,33449000.0,3841.66442528,126536496157.63158,33007000.0,33618000.0,32510000.0
KRW-BTC,2023-06-16,34501000.0,3402.6450261,115189382449.8988,33449000.0,34758000.0,33121000.0
KRW-ETH,2023-06-16,2253000.0,12652.51697208,27887814456.37627,2178000.0,2265000.0,2168000.0
KRW-BTC,2023-06-17,34780000.0,2597.63649947,90252767869.482,34515000.0,35080000.0,34320000.0
KRW-ETH,2023-06-17,2267000.0,9451.17782492,21522675610.60382,2251000.0,2310000.0,2246000.0
KRW-BTC,2023-06-18,34466000.0,1583.13965073,54970891902.23803,34780000.0,34942000.0,34463000.0
KRW-ETH,2023-06-18,2253000.0,5981.68886874,13558907241.92145,2265000.0,2287000.0,2248000.0
KRW-BTC,2023-06-19,35092000.0,2502.20113191,87104793340.02122,34466000.0,35375000.0,34455000.0
KRW-ETH,2023-06-19,2269000.0,8624.03796608,19506325122.17027,2253000.0,2289000.0,2233000.0
KRW-BTC,2023-06-20,36946000.0,5488.63849039,197248294157.94138,35095000.0,37100000.0,35000000.0
KRW-ETH,2023-06-20,2339000.0,16805.33253345,38637297542.68723,2270000.0,2345000.0,2259000.0
KRW-BTC,2023-06-21,39135000.0,10873.38440224,418734525316.7651,36955000.0,40100000.0,36870000.0
KRW-ETH,2023-06-21,2469000.0,29533.91520298,71148192315.43935,2340000.0,2481000.0,2333000.0
KRW-ETH,2023-06-22,2451000.0,22519.5367668,55984529076.38944,2468000.0,2524000.0,2446000.0
KRW-BTC,2023-06-22,39125000.0,6599.23054561,259990593536.83505,39135000.0,39861000.0,38901000.0
KRW-ETH,2023-06-23,2509000.0,22720.87360738,56843272819.14702,2450000.0,2549000.0,2450000.0
KRW-BTC,2023-06-23,40651000.0,8004.81933949,322774131614.64764,39125000.0,41388000.0,39111000.0
KRW-ETH,2023-06-24,2499000.0,12464.75026181,31262173461.13739,2509000.0,2527000.0,2487000.0
KRW-BTC,2023-06-24,40659000.0,3933.82560218,160034811596.6366,40651000.0,40931000.0,40383000.0
KRW-ETH,2023-06-25,2514000.0,17601.44824111,44590379706.26661,2500000.0,2571000.0,2489000.0
KRW-BTC,2023-06-25,40352000.0,4478.46628595,182726918565.72827,40659000.0,41399000.0,40197000.0
KRW-BTC,2023-06-26,40077000.0,4959.92502999,198612849741.01816,40352000.0,40599000.0,39555000.0
KRW-ETH,2023-06-26,2466000.0,16937.66977875,42031007276.28892,2513000.0,2526000.0,2439000.0
KRW-BTC,2023-06-27,40585000.0,4130.90265871,166867348632.36288,40094000.0,40950000.0,39963000.0
KRW-ETH,2023-06-27,2498000.0,12190.3560018,30307467460.0963,2465000.0,2527000.0,2461000.0
KRW-BTC,2023-06-28,40020000.0,2988.75782373,120211163983.36087,40587000.0,40629000.0,39966000.0
KRW-ETH,2023-06-28,2431000.0,11483.37444699,28275591237.95608,2498000.0,2502000.0,2430000.0
KRW-ETH,2023-06-29,2469000.0,10760.74349905,26573009371.94704,2431000.0,2500000.0,2428000.0
KRW-BTC,2023-06-29,40583000.0,3490.48826462,141777245742.64273,40017000.0,41048000.0,39997000.0
KRW-BTC,2023-06-30,40547000.0,8585.54386205,348868924510.84,40583000.0,41569000.0,39500000.0
KRW-ETH,2023-06-30,2574000.0,37417.47737274,94085524847.89354,2469000.0,2586000.0,2431000.0
KRW-BTC,2023-07-01,40691000.0,2709.93708765,110148710237.66788,40547000.0,40877000.0,40391000.0
KRW-ETH,2023-07-01,2563000.0,14579.46659515,37420264836.35272,2574000.0,2591000.0,2540000.0
KRW-ETH,2023-07-02,2572000.0,10435.2565061,26671069325.80907,2563000.0,2600000.0,2519000.0
KRW-BTC,2023-07-02,40652000.0,2235.26869848,90738583549.27074,40712000.0,40875000.0,40250000.0
KRW-ETH,2023-07-03,2582000.0,13983.4896511,36251275625.19516,2572000.0,2616000.0,2567000.0
KRW-BTC,2023-07-03,41200000.0,3276.85791261,133826565121.02437,40652000.0,41377000.0,40470000.0
KRW-BTC,2023-07-04,40610000.0,3230.33213385,132297295113.12662,41200000.0,41388000.0,40540000.0
KRW-ETH,2023-07-04,2557000.0,8905.38686615,22948269133.54767,2582000.0,2599000.0,2552000.0
KRW-BTC,2023-07-05,40385000.0,3595.75188599,144846374468.03064,40610000.0,40775000.0,39801000.0
KRW-ETH,2023-07-05,2531000.0,12811.91101646,32418660596.61272,2557000.0,2567000.0,2495000.0
KRW-ETH,2023-07-06,2465000.0,16636.13653825,41970688925.37265,2531000.0,2583000.0,2465000.0
KRW-BTC,2023-07-06,39860000.0,5759.5913,233754843596.7873,40385000.0,41500000.0,39838000.0
KRW-BTC,2023-07-07,40240000.0,2687.61579838,107607256181.22308,39864000.0,40330000.0,39676000.0
KRW-ETH,2023-07-07,2481000.0,9222.60652251,22747441262.10085,2465000.0,2489000.0,2442000.0
KRW-ETH,2023-07-08,2474000.0,3906.75761279,9640715929.19211,2480000.0,2484000.0,2451000.0
KRW-BTC,2023-07-08,40153000.0,1299.84963736,52108582785.83458,40241000.0,40253000.0,39920000.0
KRW-ETH,2023-07-09,2460000.0,4170.14853444,10296973638.62544,2474000.0,2484000.0,2455000.0
KRW-BTC,2023-07-09,39832000.0,1485.27012622,59452578236.03948,40154000.0,40302000.0,39770000.0
KRW-ETH,2023-07-10,2475000.0,7990.80717012,19708223004.06372,2460000.0,2504000.0,2445000.0
KRW-BTC,2023-07-10,40050000.0,2829.62290954,113228698197.86945,39839000.0,40784000.0,39666000.0
KRW-ETH,2023-07-11,2461000.0,6766.91384544,16688216590.64259,2475000.0,2483000.0,2453000.0
KRW-BTC,2023-07-11,40117000.0,2541.05729369,101896200770.3168,40060000.0,40387000.0,39946000.0
KRW-BTC,2023-07-12,39804000.0,3241.64008104,130054585570.22446,40117000.0,40600000.0,39751000.0
KRW-ETH,2023-07-12,2450000.0,9665.69536096,23850740380.15955,2464000.0,2489000.0,2450000.0
KRW-BTC,2023-07-13,40112000.0,7976.01139394,317548198923.17755,39803000.0,40456000.0,39356000.0
KRW-ETH,2023-07-13,2553000.0,29360.39864047,73424672567.07268,2453000.0,2563000.0,2424000.0
KRW-ETH,2023-07-14,2499000.0,20635.81285221,52330735234.25173,2553000.0,2580000.0,2456000.0
KRW-BTC,2023-07-14,39092000.0,5755.46123676,228310926497.62164,40101000.0,40220000.0,38710000.0
KRW-ETH,2023-07-15,2479000.0,7464.71148614,18526137471.0983,2499000.0,2500000.0,2471000.0
KRW-BTC,2023-07-15,38889000.0,2903.65801258,112933801553.45763,39092000.0,39144000.0,38786000.0
KRW-ETH,2023-07-16,2476000.0,6250.04660511,15510076012.76805,2480000.0,2498000.0,2465000.0
KRW-BTC,2023-07-16,38933000.0,2022.77368422,78716573652.74442,38889000.0,39153000.0,38687000.0
KRW-BTC,2023-07-17,38742000.0,2582.39550489,100199595903.6282,38946000.0,39022000.0,38350000.0
KRW-ETH,2023-07-17,2455000.0,11899.57478072,29285489010.18721,2477000.0,2486000.0,2422000.0
KRW-ETH,2023-07-18,2441000.0,7965.48694257,19420812736.6084,2455000.0,2462000.0,2421000.0
KRW-BTC,2023-07-18,38401000.0,2601.55598996,99975576153.02892,38761000.0,38828000.0,38098000.0
KRW-ETH,2023-07-19,2423000.0,9679.56338381,23676587373.52546,2441000.0,2468000.0,2420000.0
KRW-BTC,2023-07-19,38323000.0,2432.74678152,93724792757.93306,38402000.0,38850000.0,38300000.0
KRW-BTC,2023-07-20,38567000.0,3246.54052293,125556811845.36774,38322000.0,39100000.0,38316000.0
KRW-ETH,2023-07-20,2447000.0,9790.13083834,23957461772.10574,2422000.0,2473000.0,2419000.0
KRW-BTC,2023-07-21,38829000.0,2103.13941171,81362364429.71587,38567000.0,38908000.0,38530000.0
KRW-ETH,2023-07-21,2456000.0,5000.53776901,12267487493.19425,2447000.0,2469000.0,2442000.0
KRW-BTC,2023-07-22,38776000.0,1447.07839081,56067219916.97034,38838000.0,38934000.0,38600000.0
KRW-ETH,2023-07-22,2430000.0,5126.53499805,12528665880.06694,2459000.0,2463000.0,2418000.0
KRW-ETH,2023-07-23,2444000.0,5631.67228633,13714027888.59749,2431000.0,2461000.0,2417000.0
KRW-BTC,2023-07-23,38945000.0,2211.14927257,85916107563.91911,38759000.0,39220000.0,38625000.0
KRW-BTC,2023-07-24,37892000.0,4398.31412006,168113088113.97552,38944000.0,39019000.0,37700000.0
KRW-ETH,2023-07-24,2404000.0,10498.41860257,25321778508.56971,2444000.0,2447000.0,2391000.0
KRW-BTC,2023-07-25,37910000.0,2433.9221882,92057859896.4893,37892000.0,38116000.0,37626000.0
KRW-ETH,2023-07-25,2411000.0,7104.7112561,17088445555.90945,2404000.0,2427000.0,2389000.0
KRW-BTC,2023-07-26,37918000.0,2477.2628933,93970927659.78053,37910000.0,38300000.0,37700000.0
KRW-ETH,2023-07-26,2416000.0,7922.51466144,19093291791.88489,2411000.0,2438000.0,2392000.0
KRW-BTC,2023-07-27,37874000.0,3271.72655723,124634073119.6236,37918000.0,38299000.0,37841000.0
KRW-ETH,2023-07-27,2414000.0,6485.17115559,15728888340.86552,2417000.0,2442000.0,2411000.0
KRW-BTC,2023-07-28,37932000.0,2964.5947422,112303667484.57085,37877000.0,38200000.0,37704000.0
KRW-ETH,2023-07-28,2424000.0,6070.8203604,14676090013.09183,2416000.0,2439000.0,2405000.0
KRW-ETH,2023-07-29,2426000.0,2791.41307963,6770333968.7839,2424000.0,2439000.0,2420000.0
KRW-BTC,2023-07-29,37901000.0,1180.6781332,44801815216.40174,37932000.0,38052000.0,37879000.0
KRW-BTC,2023-07-30,37850000.0,2378.17661892,90157027232.44344,37901000.0,38150000.0,37762000.0
KRW-ETH,2023-07-30,2409000.0,5899.88309291,14291827848.83553,2426000.0,2439000.0,2404000.0
KRW-BTC,2023-07-31,37929000.0,2383.01012579,90563421409.07397,37850000.0,38139000.0,37805000.0
KRW-ETH,2023-07-31,2409000.0,5699.32510605,13751492474.96759,2412000.0,2428000.0,2405000.0
KRW-ETH,2023-08-01,2437000.0,9480.33228066,22724190304.88848,2409000.0,2438000.0,2370000.0
KRW-BTC,2023-08-01,38642000.0,3035.90069302,114970531784.87755,37928000.0,38684000.0,37510000.0
KRW-ETH,2023-08-02,2420000.0,9006.37549768,21892734317.57228,2434000.0,2450000.0,2403000.0
KRW-BTC,2023-08-02,38358000.0,3344.79997698,129357299336.96814,38642000.0,39131000.0,38142000.0
KRW-BTC,2023-08-03,38436000.0,2032.73569956,78153136649.66298,38358000.0,38800000.0,38215000.0
KRW-ETH,2023-08-03,2418000.0,5472.98632265,13263223941.40806,2420000.0,2446000.0,2411000.0
KRW-ETH,2023-08-04,2420000.0,5937.46376119,14400347186.88549,2420000.0,2442000.0,2410000.0
KRW-BTC,2023-08-04,38492000.0,2256.9466739,87010045473.68465,38436000.0,38715000.0,38250000.0
KRW-BTC,2023-08-05,38474000.0,2113.69677535,81362884396.19951,38493000.0,38590000.0,38341000.0
KRW-ETH,2023-08-05,2431000.0,3567.00492201,8650357350.3352,2422000.0,2435000.0,2413000.0
KRW-ETH,2023-08-06,2427000.0,3716.31649356,9040501468.1996,2431000.0,2440000.0,2425000.0
KRW-BTC,2023-08-06,38605000.0,3520.86968381,135926148864.27599,38476000.0,38788000.0,38432000.0
KRW-ETH,2023-08-07,2421000.0,8794.63221003,21289788391.37105,2429000.0,2443000.0,2391000.0
KRW-BTC,2023-08-07,38622000.0,7095.41631462,273159821065.1873,38605000.0,38809000.0,38081000.0
KRW-ETH,2023-08-08,2455000.0,7830.32340198,19113867402.60781,2419000.0,2467000.0,2413000.0
KRW-BTC,2023-08-08,39437000.0,3956.68315457,154368199197.16907,38622000.0,39580000.0,38570000.0
KRW-BTC,2023-08-09,39209000.0,3299.56867529,130305101311.4717,39437000.0,39850000.0,39076000.0
KRW-ETH,2023-08-09,2460000.0,6442.23903253,15869710154.23651,2455000.0,2477000.0,2454000.0
KRW-BTC,2023-08-10,39119000.0,2713.94553163,106358893196.19308,39209000.0,39397000.0,39010000.0
KRW-ETH,2023-08-10,2460000.0,6362.94655955,15653713042.66584,2461000.0,2475000.0,2449000.0
KRW-ETH,2023-08-11,2468000.0,4388.70160989,10805994468.75891,2461000.0,2472000.0,2452000.0
KRW-BTC,2023-08-11,39233000.0,1877.91210358,73582617604.95915,39119000.0,39410000.0,39050000.0
KRW-BTC,2023-08-12,39283000.0,1450.6799782,56930932272.25706,39233000.0,39316000.0,39099000.0
KRW-ETH,2023-08-12,2469000.0,2521.51312876,6224130797.21422,2468000.0,2472000.0,2463000.0
KRW-ETH,2023-08-13,2456000.0,3841.95806389,9482974905.20007,2469000.0,2483000.0,2455000.0
KRW-BTC,2023-08-13,39118000.0,1323.87308566,51963334856.391,39283000.0,39330000.0,39101000.0
KRW-ETH,2023-08-14,2464000.0,5042.74629614,12433647929.64359,2456000.0,2480000.0,2453000.0
KRW-BTC,2023-08-14,39288000.0,2247.99874816,88257787754.31268,39118000.0,39640000.0,38895000.0
KRW-BTC,2023-08-15,39404000.0,3383.23584164,133573144631.2606,39288000.0,39668000.0,39275000.0
KRW-ETH,2023-08-15,2468000.0,7297.14740493,18044057777.32988,2463000.0,2483000.0,2461000.0
KRW-ETH,2023-08-16,2453000.0,10499.53110496,25866504739.75838,2468000.0,2475000.0,2447000.0
KRW-BTC,2023-08-16,39001000.0,4144.93132559,163196719583.01895,39404000.0,39600000.0,39001000.0
KRW-BTC,2023-08-17,36588000.0,9224.23479462,347989303093.6362,39001000.0,39092000.0,36261000.0
KRW-ETH,2023-08-17,2311000.0,31908.59296929,74800319558.666,2453000.0,2457000.0,2246000.0
KRW-ETH,2023-08-18,2289000.0,17375.02558661,39954344184.44444,2311000.0,2333000.0,2265000.0
KRW-BTC,2023-08-18,35890000.0,9256.75234641,334394799822.6389,36588000.0,36848000.0,35384000.0
KRW-ETH,2023-08-19,2305000.0,6215.03085492,14294724647.70751,2291000.0,2339000.0,2281000.0
KRW-BTC,2023-08-19,36056000.0,2670.31605801,95846647159.2314,35899000.0,36240000.0,35587000.0
KRW-BTC,2023-08-20,35949000.0,1654.93693763,59546393015.75887,36071000.0,36225000.0,35754000.0
KRW-ETH,2023-08-20,2312000.0,5413.87973207,12467578241.98527,2305000.0,2327000.0,2288000.0
KRW-ETH,2023-08-21,2286000.0,6212.73072977,14235933275.4512,2311000.0,2314000.0,2270000.0
KRW-BTC,2023-08-21,35769000.0,2142.99960623,76516804610.68242,35946000.0,35967000.0,35500000.0
KRW-BTC,2023-08-22,35684000.0,2434.37426024,86694305845.75404,35769000.0,35877000.0,35150000.0
KRW-ETH,2023-08-22,2241000.0,9746.65016816,21938546723.21783,2286000.0,2293000.0,2200000.0
KRW-ETH,2023-08-23,2285000.0,9088.13226077,20528567715.69898,2241000.0,2305000.0,2230000.0
KRW-BTC,2023-08-23,35941000.0,2242.66645398,80152294407.05554,35686000.0,36350000.0,35320000.0
KRW-ETH,2023-08-24,2262000.0,6645.60216871,14992475999.17083,2285000.0,2289000.0,2232000.0
KRW-BTC,2023-08-24,35635000.0,1899.01993705,67798438136.98717,35941000.0,36056000.0,35330000.0
KRW-BTC,2023-08-25,35479000.0,2117.11461503,75050156287.15959,35646000.0,35797000.0,35200000.0
KRW-ETH,2023-08-25,2252000.0,6814.57636751,15330348041.46816,2262000.0,2283000.0,2233000.0
KRW-BTC,2023-08-26,35398000.0,672.27237906,23834379918.87522,35479000.0,35564000.0,35385000.0
KRW-ETH,2023-08-26,2242000.0,2551.75979583,5733354691.16971,2253000.0,2255000.0,2238000.0
KRW-ETH,2023-08-27,2247000.0,3668.40285298,8235446476.93085,2243000.0,2253000.0,2236000.0
KRW-BTC,2023-08-27,35402000.0,845.25346452,29946645612.68123,35400000.0,35553000.0,35374000.0
KRW-ETH,2023-08-28,2234000.0,8167.75124613,18219163642.69238,2247000.0,2253000.0,2206000.0
KRW-BTC,2023-08-28,35335000.0,1815.49057785,64012919015.38614,35400000.0,35544000.0,35050000.0
KRW-BTC,2023-08-29,37445000.0,6996.57927831,257110367873.9615,35335000.0,37932000.0,35138000.0
KRW-ETH,2023-08-29,2336000.0,16491.43112496,37983717521.01063,2235000.0,2354000.0,2223000.0
KRW-BTC,2023-08-30,37109000.0,4503.91825355,167176652726.2221,37441000.0,37568000.0,36760000.0
KRW-ETH,2023-08-30,2319000.0,8138.87155698,18906903064.27346,2333000.0,2341000.0,2303000.0
KRW-BTC,2023-08-31,35502000.0,5086.6186881,186018323204.28284,37110000.0,37500000.0,35400000.0
KRW-ETH,2023-08-31,2255000.0,11984.26800497,27538904588.30581,2319000.0,2347000.0,2238000.0
KRW-ETH,2023-09-01,2232000.0,8982.78369445,20120546175.75009,2252000.0,2263000.0,2205000.0
