date,upbit_price,upbit_open,upbit_high,upbit_low,binance_price,binance_open,binance_high,binance_low,bitget_price,bitget_open,bitget_high,bitget_low,bybit_price,bybit_open,bybit_high,bybit_low,krw_usd
2023-05-31,36391000.0,36923000.0,37043000.0,36059000.0,27210.35,27694.39,27835.51,26839.01,26893.74,26911.02,27341.05,26621.21,27211.51,27694.38,27830.5,26833.99,1322.2
2023-06-01,35823000.0,36391000.0,36509000.0,35715000.0,26817.93,27210.36,27350.0,26605.05,27097.24,26893.74,27233.83,26515.29,26815.44,27211.51,27352.39,26609.31,1321.6
2023-06-02,36089000.0,35823000.0,36150000.0,35470000.0,27242.59,26817.93,27300.0,26505.0,27305.11,27097.24,27325.55,27010.94,27241.45,26815.44,27292.98,26507.88,1320.7
2023-06-03,35888000.0,36089000.0,36102000.0,35801000.0,27069.22,27242.59,27333.29,26914.93,27181.51,27305.11,27317.62,26924.46,27072.14,27241.45,27325.45,26921.46,1314.75
2023-06-04,35865000.0,35888000.0,36146000.0,35820000.0,27115.21,27069.22,27455.02,26951.0,26003.43,27181.51,27454.97,26003.43,27117.45,27072.14,27457.1,26953.84,1311.775
2023-06-05,34298000.0,35894000.0,35896000.0,33825000.0,25728.2,27115.2,27129.33,25388.0,26066.07,26003.43,26139.72,25355.0,25727.27,27117.45,27129.44,25396.08,1308.8
2023-06-06,35852000.0,34299000.0,35993000.0,33580000.0,27230.08,25728.2,27355.33,25351.02,26342.54,26066.07,27384.75,26065.62,27230.2,25727.27,27351.21,25351.1,1308.55
2023-06-07,34952000.0,35855000.0,35993000.0,34797000.0,26339.34,27230.07,27391.77,26125.01,26724.18,26342.54,26807.05,26125.73,26343.37,27230.2,27388.0,26131.0,1308.3
2023-06-08,34996000.0,34953000.0,35416000.0,34802000.0,26498.61,26339.34,26810.0,26210.0,26477.1,26724.18,26778.91,26284.23,26501.57,26343.37,26815.58,26213.47,1300.5
2023-06-09,34865000.0,34996000.0,35161000.0,34802000.0,26477.81,26498.62,26783.33,26269.91,25629.99,26477.1,26529.97,25465.12,26478.64,26501.57,26778.33,26275.01,1306.1
2023-06-10,34372000.0,34865000.0,34914000.0,33842000.0,25841.21,26477.8,26533.87,25358.0,25754.12,25629.99,26150.0,25382.54,25841.03,26478.64,26531.99,25361.76,1300.5
2023-06-11,34345000.0,34370000.0,34639000.0,34016000.0,25925.55,25841.22,26206.88,25634.7,25824.87,25754.12,26199.83,25620.0,25924.31,25841.03,26200.0,25634.73,1297.7
2023-06-12,34059000.0,34345000.0,34480000.0,33950000.0,25905.19,25925.54,26106.48,25602.11,25759.76,25824.87,26425.9,25659.82,25907.57,25924.31,26102.19,25617.0,1294.9
2023-06-13,33913000.0,34059000.0,34479000.0,33808000.0,25934.25,25905.2,26433.21,25712.57,25986.18,25759.76,26077.71,25740.32,25935.73,25907.57,26428.56,25721.76,1291.1
2023-06-14,33007000.0,33913000.0,34119000.0,32779000.0,25128.6,25934.24,26098.0,24820.56,24960.04,25986.18,26092.57,24807.69,25130.23,25935.73,26111.65,24821.91,1277.5
2023-06-15,33449000.0,33007000.0,33618000.0,32510000.0,25598.49,25128.6,25759.01,24800.0,25832.68,24960.04,25888.0,24931.79,25596.64,25130.23,25756.08,24776.56,1275.9
2023-06-16,34501000.0,33449000.0,34758000.0,33121000.0,26345.0,25598.49,26518.0,25175.56,26412.58,25832.68,26811.09,25776.96,26345.9,25596.64,26500.0,25169.84,1280.1
2023-06-17,34780000.0,34515000.0,35080000.0,34320000.0,26516.99,26345.01,26839.99,26181.0,26558.8,26412.58,26672.51,26384.06,26518.93,26345.9,26838.9,26182.15,1276.8
2023-06-18,34466000.0,34780000.0,34942000.0,34463000.0,26339.97,26516.99,26700.0,26255.85,26443.99,26558.8,26691.0,26260.69,26342.67,26518.93,26701.35,26254.01,1275.15
2023-06-19,35092000.0,34466000.0,35375000.0,34455000.0,26844.35,26339.98,27068.09,26256.61,27072.41,26443.99,27172.41,26314.83,26845.78,26342.67,27070.99,26260.71,1273.5
2023-06-20,36946000.0,35095000.0,37100000.0,35000000.0,28307.99,26844.35,28402.74,26652.0,29849.87,27072.41,29999.0,27001.69,28303.87,26845.78,28400.0,26652.99,1280.7
2023-06-21,39135000.0,36955000.0,40100000.0,36870000.0,29993.89,28308.0,30800.0,28257.99,29853.87,29849.87,30793.75,29546.88,29995.09,28303.87,30800.0,28261.01,1282.2
2023-06-22,39125000.0,39135000.0,39861000.0,38901000.0,29884.92,29993.89,30500.0,29525.61,31241.92,29853.87,31391.57,29812.69,29887.38,29995.09,30505.03,29529.0,1291.5
2023-06-23,40651000.0,39125000.0,41388000.0,39111000.0,30688.5,29884.92,31431.94,29800.0,30398.4,31241.92,31410.29,30321.75,30686.59,29887.38,31433.17,29796.96,1291.4
2023-06-24,40659000.0,40651000.0,40931000.0,40383000.0,30527.43,30688.51,30800.0,30250.0,30586.31,30398.4,31038.46,30257.63,30530.63,30686.59,30799.69,30260.11,1296.8000000000002
2023-06-25,40352000.0,40659000.0,41399000.0,40197000.0,30462.66,30527.44,31046.01,30277.49,30418.47,30586.31,30661.51,29962.89,30469.09,30530.63,31040.0,30280.4,1299.5
2023-06-26,40077000.0,40352000.0,40599000.0,39555000.0,30267.99,30462.67,30666.0,29930.0,30502.27,30418.47,30994.72,29935.72,30269.76,30469.09,30664.0,29930.0,1302.2
2023-06-27,40585000.0,40094000.0,40950000.0,39963000.0,30692.44,30267.99,30994.97,30226.17,30411.38,30502.27,30763.8,30015.99,30690.49,30269.76,31000.56,30229.72,1303.8
2023-06-28,40020000.0,40587000.0,40629000.0,39966000.0,30077.41,30692.44,30709.74,29858.8,30478.0,30411.38,30837.86,29847.79,30078.3,30690.49,30706.0,29845.0,1303.1
2023-06-29,40583000.0,40017000.0,41048000.0,39997000.0,30447.31,30077.4,30843.98,30049.98,30068.02,30478.0,31282.0,29507.66,30450.49,30078.3,30836.8,30050.12,1304.3
2023-06-30,40547000.0,40583000.0,41569000.0,39500000.0,30472.0,30447.31,31282.0,29500.0,30572.58,30068.02,30718.34,29930.02,30477.09,30450.49,31280.7,29461.67,1312.8
2023-07-01,40691000.0,40547000.0,40877000.0,40391000.0,30585.9,30471.99,30661.6,30320.57,30498.59,30572.58,30649.99,30175.58,30587.66,30477.09,30657.88,30326.01,1316.1
2023-07-02,40652000.0,40712000.0,40875000.0,40250000.0,30617.03,30585.9,30791.0,30155.0,31060.27,30498.59,31160.0,30369.28,30616.02,30587.66,30794.0,30165.09,1317.75
2023-07-03,41200000.0,40652000.0,41377000.0,40470000.0,31156.2,30617.02,31380.0,30570.27,30966.22,31060.27,31376.24,30832.44,31157.42,30616.02,31382.58,30569.99,1319.4
2023-07-04,40610000.0,41200000.0,41388000.0,40540000.0,30766.51,31156.2,31350.69,30620.0,30355.76,30966.22,31120.06,30204.0,30765.99,31157.42,31321.99,30613.63,1310.0
2023-07-05,40385000.0,40610000.0,40775000.0,39801000.0,30504.81,30766.52,30878.07,30200.0,30409.37,30355.76,31510.26,29892.04,30502.53,30765.99,30874.45,30193.86,1301.7
2023-07-06,39860000.0,40385000.0,41500000.0,39838000.0,29895.43,30504.8,31500.0,29850.45,30391.54,30409.37,30464.83,29721.69,29892.52,30502.53,31520.04,29855.0,1300.8
2023-07-07,40240000.0,39864000.0,40330000.0,39676000.0,30344.7,29895.42,30449.0,29701.02,30208.01,30391.54,30445.03,30120.67,30343.15,29892.52,30451.74,29674.61,1303.8
2023-07-08,40153000.0,40241000.0,40253000.0,39920000.0,30284.63,30344.7,30386.81,30044.47,30349.5,30208.01,30439.91,30050.72,30288.01,30343.15,30389.68,30050.0,1305.55
2023-07-09,39832000.0,40154000.0,40302000.0,39770000.0,30160.71,30284.63,30445.52,30061.12,30313.59,30349.5,30358.33,29956.42,30164.01,30288.01,30449.0,30068.33,1306.425
2023-07-10,40050000.0,39839000.0,40784000.0,39666000.0,30411.57,30160.71,31045.78,29950.0,30597.0,30313.59,31040.0,30195.6,30414.69,30164.01,31042.15,29952.39,1307.3
2023-07-11,40117000.0,40060000.0,40387000.0,39946000.0,30622.1,30411.57,30813.63,30300.0,30524.38,30597.0,30970.41,30410.0,30621.99,30414.69,30817.5,30300.0,1303.8
2023-07-12,39804000.0,40117000.0,40600000.0,39751000.0,30380.0,30622.1,30983.25,30210.0,30908.97,30524.38,31169.31,30216.5,30384.0,30621.99,30974.51,30213.23,1295.0
2023-07-13,40112000.0,39803000.0,40456000.0,39356000.0,31454.23,30380.0,31804.2,30251.0,31241.7,30908.97,31809.0,30730.25,31452.96,30384.0,31847.69,30249.69,1291.4
2023-07-14,39092000.0,40101000.0,40220000.0,38710000.0,30312.01,31454.23,31630.0,29900.0,30302.04,31241.7,31274.89,29906.67,30312.98,31452.96,31629.22,29898.77,1276.2
2023-07-15,38889000.0,39092000.0,39144000.0,38786000.0,30289.52,30312.0,30390.9,30200.0,30377.57,30302.04,30430.0,30066.67,30285.99,30312.98,30392.37,30238.35,1271.0
2023-07-16,38933000.0,38889000.0,39153000.0,38687000.0,30231.99,30289.52,30441.46,30064.29,30175.66,30377.57,30400.0,29979.85,30232.5,30285.99,30441.66,30066.2,1268.4
2023-07-17,38742000.0,38946000.0,39022000.0,38350000.0,30138.0,30232.0,30336.96,29659.2,29911.35,30175.66,30284.83,29664.16,30138.0,30232.5,30331.99,29654.63,1265.8
2023-07-18,38401000.0,38761000.0,38828000.0,38098000.0,29859.13,30138.01,30239.78,29512.0,29955.98,29911.35,30186.66,29520.96,29862.15,30138.0,30239.42,29500.0,1266.1
2023-07-19,38323000.0,38402000.0,38850000.0,38300000.0,29909.21,29859.14,30189.09,29761.96,29808.7,29955.98,30413.79,29626.26,29907.11,29862.15,30192.26,29760.0,1261.6
2023-07-20,38567000.0,38322000.0,39100000.0,38316000.0,29800.0,29909.21,30417.46,29570.96,29865.11,29808.7,29946.63,29579.93,29807.13,29907.11,30416.0,29551.4,1265.4
2023-07-21,38829000.0,38567000.0,38908000.0,38530000.0,29901.72,29800.0,30061.7,29726.34,29901.84,29865.11,30057.2,29774.49,29900.01,29807.13,30060.74,29732.57,1265.8
2023-07-22,38776000.0,38838000.0,38934000.0,38600000.0,29794.0,29901.72,29999.0,29625.1,29898.03,29901.84,29978.49,29631.51,29786.08,29900.01,29995.99,29629.98,1273.75
2023-07-23,38945000.0,38759000.0,39220000.0,38625000.0,30083.75,29793.99,30350.0,29730.0,29094.37,29898.03,30346.42,28869.97,30086.01,29786.08,30344.78,29733.99,1277.725
2023-07-24,37892000.0,38944000.0,39019000.0,37700000.0,29176.5,30083.75,30099.58,28861.9,29181.98,29094.37,29338.81,29005.16,29180.0,30086.01,30094.52,28855.16,1281.7
2023-07-25,37910000.0,37892000.0,38116000.0,37626000.0,29228.91,29176.5,29376.0,29047.65,29323.17,29181.98,29404.97,29101.75,29232.0,29180.0,29372.79,29053.16,1283.8
2023-07-26,37918000.0,37910000.0,38300000.0,37700000.0,29351.96,29228.91,29690.0,29096.94,29296.19,29323.17,29673.91,29205.16,29350.0,29232.0,29676.44,29100.1,1280.7
2023-07-27,37874000.0,37918000.0,38299000.0,37841000.0,29222.78,29351.95,29567.49,29083.85,29387.6,29296.19,29537.34,29086.92,29223.3,29350.0,29569.93,29085.99,1278.7
2023-07-28,37932000.0,37877000.0,38200000.0,37704000.0,29314.14,29222.78,29542.22,29123.12,29293.39,29387.6,29404.36,29196.98,29320.01,29223.3,29545.63,29130.77,1273.4
2023-07-29,37901000.0,37932000.0,38052000.0,37879000.0,29352.9,29314.14,29406.92,29256.18,29348.58,29293.39,29446.65,29243.0,29356.38,29320.01,29407.07,29261.07,1276.7
2023-07-30,37850000.0,37901000.0,38150000.0,37762000.0,29281.09,29352.9,29449.0,29033.24,29245.96,29348.58,29527.94,29041.91,29281.98,29356.38,29449.49,29027.51,1278.35
2023-07-31,37929000.0,37850000.0,38139000.0,37805000.0,29232.25,29281.09,29530.0,29101.8,28950.91,29245.96,29344.78,28588.0,29234.04,29281.98,29530.37,29115.46,1280.0
2023-08-01,38642000.0,37928000.0,38684000.0,37510000.0,29705.99,29232.26,29739.25,28585.7,29324.26,28950.91,30036.02,28864.87,29706.0,29234.04,29732.99,28555.0,1273.8
2023-08-02,38358000.0,38642000.0,39131000.0,38142000.0,29186.01,29705.99,30047.5,28927.5,29259.0,29324.26,29425.74,28930.59,29178.74,29706.0,30037.5,28926.54,1280.7
2023-08-03,38436000.0,38358000.0,38800000.0,38215000.0,29193.64,29186.0,29433.33,28968.0,29272.44,29259.0,29366.19,29109.76,29194.0,29178.74,29429.98,28968.01,1293.0
2023-08-04,38492000.0,38436000.0,38715000.0,38250000.0,29113.99,29193.65,29333.08,28807.54,29040.01,29272.44,29286.7,28818.25,29114.01,29194.0,29329.31,28800.0,1298.8
2023-08-05,38474000.0,38493000.0,38590000.0,38341000.0,29072.13,29114.0,29152.23,28978.64,29010.47,29040.01,29136.22,28991.02,29074.89,29114.01,29154.04,28985.62,1301.35
2023-08-06,38605000.0,38476000.0,38788000.0,38432000.0,29088.42,29072.13,29205.09,28991.88,28860.82,29010.47,29224.0,28800.25,29091.99,29074.89,29199.98,28989.75,1302.625
2023-08-07,38622000.0,38605000.0,38809000.0,38081000.0,29211.06,29088.43,29276.78,28701.03,29537.18,28860.82,29667.75,28709.19,29214.08,29091.99,29275.31,28703.1,1303.9
2023-08-08,39437000.0,38622000.0,39580000.0,38570000.0,29770.42,29211.06,30244.0,29146.45,29759.99,29537.18,30218.63,29535.76,29769.28,29214.08,30214.75,29146.77,1304.1
2023-08-09,39209000.0,39437000.0,39850000.0,39076000.0,29581.99,29770.41,30160.0,29376.67,29466.6,29759.99,29774.1,29378.99,29579.99,29769.28,30136.73,29374.05,1312.6
2023-08-10,39119000.0,39209000.0,39397000.0,39010000.0,29455.75,29581.99,29738.0,29320.2,29394.43,29466.6,29559.36,29344.03,29456.77,29579.99,29737.98,29310.0,1318.3
2023-08-11,39233000.0,39119000.0,39410000.0,39050000.0,29426.03,29455.76,29564.52,29252.45,29440.5,29394.43,29458.53,29255.32,29430.13,29456.77,29564.46,29249.99,1317.3
2023-08-12,39283000.0,39233000.0,39316000.0,39099000.0,29430.17,29426.02,29481.35,29381.56,29375.26,29440.5,29480.0,29363.0,29428.94,29430.13,29478.25,29382.0,1319.1999999999998
2023-08-13,39118000.0,39283000.0,39330000.0,39101000.0,29303.84,29430.18,29474.65,29272.32,29601.29,29375.26,29669.92,29109.02,29304.7,29428.94,29467.7,29276.0,1320.1499999999999
2023-08-14,39288000.0,39118000.0,39640000.0,38895000.0,29430.93,29303.85,29695.32,29102.45,29332.21,29601.29,29693.27,29261.13,29434.0,29304.7,29691.0,29102.74,1321.1
2023-08-15,39404000.0,39288000.0,39668000.0,39275000.0,29200.0,29430.92,29499.26,29059.6,29105.94,29332.21,29368.23,29048.4,29202.0,29434.0,29499.9,29074.0,1326.1999999999998
2023-08-16,39001000.0,39404000.0,39600000.0,39001000.0,28730.51,29200.01,29259.85,28723.08,27932.93,29105.94,29231.89,27890.39,28734.01,29202.0,29260.0,28728.47,1331.3
2023-08-17,36588000.0,39001000.0,39092000.0,36261000.0,26623.41,28730.51,28783.48,25166.0,25997.95,27932.93,28088.22,24635.0,26622.0,28734.01,28782.0,24394.74,1338.3
2023-08-18,35890000.0,36588000.0,36848000.0,35384000.0,26054.0,26623.41,26832.6,25619.0,26217.0,25997.95,26300.94,25624.56,26051.97,26622.0,26826.77,25607.13,1341.6
2023-08-19,36056000.0,35899000.0,36240000.0,35587000.0,26100.01,26054.0,26281.0,25801.09,26104.85,26217.0,26269.23,25980.0,26099.99,26051.97,26276.96,25802.88,1339.25
2023-08-20,35949000.0,36071000.0,36225000.0,35754000.0,26189.99,26100.01,26299.0,25971.05,25940.36,26104.85,26292.47,25814.06,26189.99,26099.99,26297.7,25971.97,1338.075
2023-08-21,35769000.0,35946000.0,35967000.0,35500000.0,26126.92,26190.0,26258.42,25812.0,25938.01,25940.36,26233.4,25917.98,26125.14,26189.99,26250.0,25810.0,1336.9
2023-08-22,35684000.0,35769000.0,35877000.0,35150000.0,26056.0,26126.92,26139.42,25300.0,26145.97,25938.01,26183.66,25345.5,26055.96,26125.14,26137.97,25329.88,1341.5
2023-08-23,35941000.0,35686000.0,36350000.0,35320000.0,26432.72,26055.99,26819.27,25812.82,26000.0,26145.97,26812.16,25997.02,26434.1,26055.96,26828.97,25815.02,1338.7
2023-08-24,35635000.0,35941000.0,36056000.0,35330000.0,26180.05,26432.71,26577.87,25864.0,25933.63,26000.0,26306.96,25788.0,26179.04,26434.1,26581.96,25861.66,1338.0
2023-08-25,35479000.0,35646000.0,35797000.0,35200000.0,26060.01,26180.05,26314.05,25777.15,26054.64,25933.63,26118.34,25833.3,26057.97,26179.04,26308.0,25780.01,1324.0
2023-08-26,35398000.0,35479000.0,35564000.0,35385000.0,26017.37,26060.0,26125.77,25985.92,26124.02,26054.64,26179.9,25973.7,26022.55,26057.97,26125.0,25986.86,1325.3
2023-08-27,35402000.0,35400000.0,35553000.0,35374000.0,26101.77,26017.38,26182.23,25966.11,26099.91,26124.02,26249.59,25873.33,26102.0,26022.55,26180.0,25975.97,1325.9499999999998
2023-08-28,35335000.0,35400000.0,35544000.0,35050000.0,26120.0,26101.78,26253.99,25864.5,27424.02,26099.91,27689.0,25920.4,26120.01,26102.0,26249.82,25865.0,1326.6
2023-08-29,37445000.0,35335000.0,37932000.0,35138000.0,27716.34,26120.0,28142.85,25922.0,27203.78,27424.02,28134.61,27027.78,27719.97,26120.01,28139.45,25927.45,1322.5
2023-08-30,37109000.0,37441000.0,37568000.0,36760000.0,27299.99,27716.34,27768.57,27017.24,26921.68,27203.78,27566.89,26814.88,27297.97,27719.97,27765.97,27009.26,1322.0
2023-08-31,35502000.0,37110000.0,37500000.0,35400000.0,25940.78,27299.99,27587.51,25655.01,25811.53,26921.68,26921.94,25576.76,25938.0,27297.97,27572.64,25659.86,1321.4
2023-09-01,35350000.0,35502000.0,35695000.0,35000000.0,25805.05,25940.77,26156.0,25333.75,25897.39,25811.53,25982.14,25337.46,25806.01,25938.0,26158.19,25329.01,1322.3
2023-09-02,35204000.0,35350000.0,35570000.0,35006000.0,25869.51,25805.04,25987.5,25752.47,25872.77,25897.39,26069.73,25766.36,25867.89,25806.01,25982.19,25756.05,1320.75
2023-09-03,35308000.0,35204000.0,35444000.0,35105000.0,25971.21,25869.52,26135.0,25800.0,25814.63,25872.77,26125.0,25729.93,25971.97,25867.89,26137.31,25797.1,1319.975
2023-09-04,35011000.0,35312000.0,35350000.0,34863000.0,25826.02,25971.21,26108.02,25631.21,25758.21,25814.63,25945.07,25570.0,25823.97,25971.97,26097.54,25634.0,1319.2
2023-09-05,35056000.0,35035000.0,35207000.0,34791000.0,25792.1,25826.03,25915.49,25562.62,25589.58,25758.21,25865.0,25550.0,25793.11,25823.97,25906.82,25560.1,1319.3
2023-09-06,35029000.0,35054000.0,35310000.0,34730000.0,25759.95,25792.11,26040.0,25372.51,25780.54,25589.58,26032.66,25381.3,25759.97,25793.11,26049.11,25372.77,1324.3
2023-09-07,35615000.0,35025000.0,35864000.0,34903000.0,26255.0,25759.95,26443.14,25615.38,25845.26,25780.54,26437.88,25655.85,26253.97,25759.97,26449.4,25617.44,1332.6
2023-09-08,35295000.0,35644000.0,35823000.0,35020000.0,25910.5,26255.0,26445.5,25647.26,25894.04,25845.26,25933.31,25726.25,25909.69,26253.97,26443.86,25650.0,1334.7
2023-09-09,35280000.0,35295000.0,35314000.0,35150000.0,25901.61,25910.5,25945.09,25796.64,25776.66,25894.04,25942.86,25717.17,25899.97,25909.69,25948.55,25798.01,1334.0500000000002
2023-09-10,35196000.0,35280000.0,35450000.0,35030000.0,25841.61,25901.6,26033.66,25570.57,25116.0,25776.66,26030.27,24951.04,25845.02,25899.97,26040.0,25570.01,1333.7250000000001
2023-09-11,34327000.0,35196000.0,35256000.0,34100000.0,25162.52,25841.6,25900.69,24901.0,26207.88,25116.0,26385.12,24908.59,25166.2,25845.02,25899.99,24899.97,1333.4
2023-09-12,35077000.0,34330000.0,35861000.0,34286000.0,25840.1,25162.53,26567.0,25131.48,26244.13,26207.88,26532.0,25768.33,25837.97,25166.2,26577.52,25136.39,1332.4
2023-09-13,35497000.0,35076000.0,35749000.0,35000000.0,26222.0,25840.1,26405.22,25764.17,26693.6,26244.13,26787.29,26059.2,26220.63,25837.97,26407.38,25762.17,1326.1
2023-09-14,35889000.0,35499000.0,36310000.0,35408000.0,26522.73,26222.0,26860.49,26126.77,26320.5,26693.6,26848.52,26224.01,26524.75,26220.63,26877.97,26126.12,1327.8
2023-09-15,35928000.0,35873000.0,36193000.0,35547000.0,26600.0,26522.73,26888.0,26224.0,26509.63,26320.5,26876.49,26315.05,26602.75,26524.75,26886.59,26225.74,1326.1
2023-09-16,35938000.0,35907000.0,36051000.0,35800000.0,26559.67,26599.99,26777.0,26445.0,26549.41,26509.63,26618.01,26424.64,26561.99,26602.75,26772.04,26450.0,1326.85
2023-09-17,35758000.0,35939000.0,35996000.0,35650000.0,26527.51,26559.67,26623.25,26399.0,27268.54,26549.41,27410.49,26390.0,26525.99,26561.99,26619.97,26398.0,1327.225
2023-09-18,36000000.0,35758000.0,36801000.0,35658000.0,26762.51,26527.5,27409.0,26377.35,27422.12,27268.54,27478.29,26635.14,26764.81,26525.99,27425.91,26376.0,1327.6
2023-09-19,36500000.0,36000000.0,36820000.0,35750000.0,27210.26,26762.5,27483.57,26667.79,27180.58,27422.12,27480.0,26944.44,27206.21,26764.81,27482.99,26670.55,1326.0
2023-09-20,36501000.0,36509000.0,36743000.0,36150000.0,27125.0,27210.25,27388.63,26800.0,26585.22,27180.58,27296.9,26381.5,27122.01,27206.21,27388.6,26798.39,1323.7
2023-09-21,36012000.0,36502000.0,36659000.0,35818000.0,26568.08,27125.01,27159.6,26377.7,26632.24,26585.22,26742.68,26472.94,26568.0,27122.01,27161.1,26377.21,1329.3
2023-09-22,35952000.0,35989000.0,36129000.0,35900000.0,26580.14,26568.08,26743.38,26468.77,26579.8,26632.24,26646.21,26490.67,26579.93,26568.0,26882.69,26455.42,1339.1
2023-09-23,35960000.0,35964000.0,36019000.0,35901000.0,26575.96,26580.14,26632.81,26509.0,26577.72,26579.8,26632.0,26549.4,26577.99,26579.93,26635.96,26512.62,1338.35
2023-09-24,35534000.0,35951000.0,36100000.0,35500000.0,26248.38,26575.97,26738.54,26122.08,26242.61,26577.72,26736.43,26002.75,26246.86,26577.99,26734.68,26120.0,1337.975
2023-09-25,35491000.0,35530000.0,35701000.0,35176000.0,26304.81,26248.39,26446.15,25990.46,26125.62,26242.61,26443.9,26095.39,26302.1,26246.86,26447.37,25990.39,1337.6
2023-09-26,35566000.0,35497000.0,35805000.0,35428000.0,26221.67,26304.8,26397.46,26088.34,26301.03,26125.62,26846.15,26100.02,26219.98,26302.1,26396.25,26094.16,1333.7
2023-09-27,35982000.0,35566000.0,36485000.0,35560000.0,26372.99,26221.68,26850.0,26112.06,27022.8,26301.03,27057.36,26113.98,26373.97,26219.98,26850.0,26110.75,1344.8
2023-09-28,36596000.0,35979000.0,36999000.0,35933000.0,27021.39,26373.0,27308.48,26342.4,26888.26,27022.8,27307.46,26687.14,27024.0,26373.97,27313.93,26346.1,1348.05
2023-09-29,36444000.0,36596000.0,36868000.0,36260000.0,26906.96,27021.39,27244.89,26665.16,26996.03,26888.26,27090.91,26753.86,26910.0,27024.0,27248.35,26669.51,1349.675
2023-09-30,36600000.0,36444000.0,36740000.0,36404000.0,26962.56,26906.96,27094.99,26886.31,27152.62,26996.03,27289.08,26953.55,26965.24,26910.0,27094.72,26892.0,1350.4875
2023-10-01,37789000.0,36614000.0,37817000.0,36555000.0,27992.57,26962.57,28065.51,26954.09,28036.81,27152.62,28573.0,27036.65,27993.52,26965.24,28190.0,26957.42,1350.89375
2023-10-02,37424000.0,37788000.0,38720000.0,37200000.0,27494.51,27992.58,28580.0,27281.44,27345.0,28036.81,28121.61,27247.14,27499.97,27993.52,28584.91,27285.6,1351.096875
2023-10-03,37197000.0,37424000.0,37791000.0,37012000.0,27426.46,27494.51,27676.52,27160.5,27403.6,27345.0,27640.14,27173.24,27426.77,27499.97,27679.66,27169.98,1351.1984375
2023-10-04,37595000.0,37198000.0,37740000.0,37036000.0,27778.57,27426.45,27839.72,27202.0,27553.59,27403.6,28110.8,27400.3,27782.0,27426.77,27839.27,27210.79,1351.3
2023-10-05,37258000.0,37592000.0,38096000.0,37240000.0,27410.39,27778.57,28120.39,27352.0,27941.53,27553.59,28044.65,27178.29,27411.99,27782.0,28120.0,27355.98,1360.6
2023-10-06,37798000.0,37258000.0,38124000.0,37050000.0,27931.09,27410.39,28295.0,27175.94,27939.8,27941.53,28266.67,27796.62,27929.99,27411.99,28282.0,27166.29,1349.4
2023-10-07,37902000.0,37798000.0,37997000.0,37725000.0,27956.67,27931.1,28029.67,27842.08,27897.07,27939.8,28089.71,27690.68,27957.1,27929.99,28027.16,27842.86,1348.85
2023-10-08,37929000.0,37902000.0,38109000.0,37587000.0,27917.05,27956.67,28095.14,27687.5,27443.8,27897.07,27987.14,27380.0,27916.02,27957.1,28089.98,27685.64,1348.5749999999998
2023-10-09,37595000.0,37929000.0,38047000.0,37237000.0,27590.12,27917.06,27987.93,27260.0,27407.99,27443.8,27742.33,27264.79,27591.27,27916.02,27986.07,27262.68,1348.4375
2023-10-10,37336000.0,37595000.0,37810000.0,37262000.0,27390.12,27590.12,27735.0,27298.0,26779.24,27407.99,27507.17,26746.09,27392.83,27591.27,27733.59,27297.24,1348.3
2023-10-11,36671000.0,37323000.0,37403000.0,36291000.0,26875.52,27390.12,27477.39,26538.66,26673.04,26779.24,26941.87,26537.69,26875.96,27392.83,27474.6,26532.59,1348.3
2023-10-12,36750000.0,36671000.0,36880000.0,36408000.0,26759.63,26875.52,26947.04,26555.0,26706.57,26673.04,26959.36,26557.38,26761.11,26875.96,26940.74,26554.0,1339.6
2023-10-13,36968000.0,36750000.0,37193000.0,36724000.0,26862.0,26759.63,27130.0,26685.0,26943.04,26706.57,27125.77,26687.15,26865.33,26761.11,27129.99,26685.96,1339.9
2023-10-14,36790000.0,36968000.0,37156000.0,36700000.0,26852.48,26862.0,26989.58,26789.0,26899.73,26943.04,26961.54,26792.83,26854.05,26865.33,26987.81,26792.91,1344.65
2023-10-15,37086000.0,36790000.0,37189000.0,36659000.0,27154.15,26852.48,27293.33,26808.25,28064.33,26899.73,30224.46,26892.81,27156.64,26854.05,27296.0,26810.27,1347.025
2023-10-16,38697000.0,37087000.0,40700000.0,37000000.0,28500.78,27154.14,30000.0,27112.66,28461.77,28064.33,28809.21,28064.23,28503.02,27156.64,30350.0,27112.09,1349.4
2023-10-17,38652000.0,38686000.0,38947000.0,38156000.0,28395.91,28500.77,28613.65,28069.32,28246.85,28461.77,28983.2,28142.86,28397.83,28503.02,28630.72,28068.11,1353.8
2023-10-18,38710000.0,38652000.0,39380000.0,38479000.0,28320.0,28395.91,28982.36,28142.87,28680.06,28246.85,28812.52,28114.94,28321.34,28397.83,28990.89,28140.88,1351.9
2023-10-19,39000000.0,38672000.0,39250000.0,38550000.0,28713.71,28320.0,28916.89,28100.66,29548.04,28680.06,30224.0,28462.39,28715.89,28321.34,28922.3,28110.01,1351.7
2023-10-20,40250000.0,39000000.0,40700000.0,38820000.0,29669.04,28713.71,30207.55,28578.29,29934.32,29548.04,29979.93,29325.25,29666.73,28715.89,30239.32,28575.6,1357.6
2023-10-21,40400000.0,40250000.0,40745000.0,39975000.0,29909.8,29669.05,30379.99,29464.77,29826.88,29934.32,30370.0,29645.46,29909.99,29666.73,30374.86,29454.66,1356.35
